payment_id,user_id,amount,method,card_number,payment_date
P21857,U11838,299,UPI,4415754442957374,2024-08-01
P21858,U26604,299,Card,8930373405309808,2024-03-01
P21859,U43395,499,Card,8150504372416013,2023-04-28
P21860,U42682,499,Card,9583739350306399,2024-10-11
P21861,U10977,499,UPI,8939670618398269,2023-07-09
P21862,U8241,499,Card,9622686626437266,2024-11-26
P21863,U41843,299,UPI,5468323077414938,2023-10-01
P21864,U27575,299,UPI,5351218191644936,2024-11-10
P21865,U6046,299,UPI,6068880138489150,2023-10-21
P21866,U4510,299,Card,6570465057875956,2024-03-05
P21867,U33025,299,UPI,1835566407516565,2024-06-08
P21868,U36177,499,Card,5303354777052844,2023-06-05
P21869,U24885,499,UPI,2015057242214661,2024-02-18
P21870,U5554,299,Card,4712328810561766,2023-08-12
P21871,U21714,499,UPI,8373064761561581,2023-07-21
P21872,U13194,199,Card,4533511554510363,2024-04-04
P21873,U49929,299,Card,7528073861345195,2024-11-28
P21874,U11235,199,UPI,9077637818984755,2024-07-16
P21875,U11934,499,UPI,6624997681293824,2023-10-03
P21876,U46290,299,Card,8326805825254477,2023-03-02
P21877,U20888,199,UPI,4364659946578108,2023-09-01
P21878,U27602,199,Card,3353605158322538,2023-02-07
P21879,U25456,199,Card,9244570180100522,2024-01-18
P21880,U19071,499,UPI,1065444110218727,2024-05-22
P21881,U2690,499,UPI,1212752395716524,2024-09-28
P21882,U11786,299,UPI,6365559668975389,2023-12-22
P21883,U18470,299,UPI,7848612972919059,2023-04-25
P21884,U16017,199,Card,9541211462727595,2023-06-26
P21885,U3833,199,Card,2161213285575437,2024-02-21
P21886,U6350,499,UPI,1667134696164267,2023-06-05
P21887,U18278,499,UPI,2602586447675464,2024-05-09
P21888,U28131,299,UPI,4408872327435279,2023-06-27
P21889,U21800,199,UPI,2098727612722437,2023-05-09
P21890,U15250,299,Card,7752875786363901,2023-01-19
P21891,U7375,199,UPI,8213737795890329,2023-05-17
P21892,U49713,199,Card,4100382695655022,2023-08-30
P21893,U26021,499,Card,2225176900619990,2024-07-11
P21894,U35183,199,UPI,3604332991916298,2024-06-04
P21895,U29136,299,Card,3378287749146659,2024-02-27
P21896,U40645,499,UPI,2925576639265280,2023-11-14
P21897,U32418,199,UPI,4139465974700520,2023-02-12
P21898,U49072,199,Card,1544883263900511,2024-05-11
P21899,U42726,299,Card,6975271666512229,2023-07-22
P21900,U24183,499,Card,1831336898326166,2024-06-20
P21901,U32076,499,UPI,8350414287569719,2024-02-13
P21902,U22636,199,UPI,2179319626820532,2024-12-27
P21903,U14585,499,UPI,9894927512054232,2023-05-12
P21904,U3774,299,Card,9089411937227257,2024-07-15
P21905,U49936,199,UPI,3464269745391503,2023-11-25
P21906,U29283,199,Card,8190349409943742,2024-06-02
P21907,U23009,499,Card,4981143348815170,2023-04-26
P21908,U49441,499,Card,4770160282387247,2023-08-01
P21909,U40897,499,Card,5858150858127678,2023-11-27
P21910,U24172,299,UPI,9760657000931194,2024-10-06
P21911,U6090,499,Card,7953017690189060,2024-07-19
P21912,U22220,299,UPI,4836909784156757,2024-03-24
P21913,U4313,199,UPI,5988316738857327,2024-05-10
P21914,U34037,299,UPI,3678773282094250,2024-02-26
P21915,U8112,299,UPI,8184082755666429,2023-11-28
P21916,U18636,199,Card,1842344718278244,2024-08-18
P21917,U7910,299,Card,9445711952256577,2024-01-20
P21918,U17010,299,UPI,1098385609787020,2023-08-16
P21919,U2258,299,Card,6103463858840455,2023-07-18
P21920,U36888,199,UPI,7157440809230517,2023-08-28
P21921,U16686,299,Card,5737668990614479,2024-10-04
P21922,U48199,199,Card,4654829482565605,2024-06-01
P21923,U36409,299,Card,5791387084002232,2024-05-02
P21924,U37963,499,Card,5855071059003277,2024-09-19
P21925,U18924,199,Card,9242573394167697,2023-03-19
P21926,U32948,199,Card,5591294687174208,2024-02-15
P21927,U14982,499,Card,6511157880120949,2024-11-24
P21928,U22425,199,Card,4299779702267336,2024-10-07
P21929,U35052,499,Card,1085170018629033,2024-05-28
P21930,U9757,199,Card,3635450488036508,2023-06-17
P21931,U29676,499,Card,9525807285180390,2023-11-21
P21932,U31033,499,Card,7515976186428502,2024-10-17
P21933,U46781,199,UPI,8471218186510588,2024-01-15
P21934,U10386,199,Card,5998605590917158,2023-09-05
P21935,U30619,199,Card,6067320159331513,2023-05-11
P21936,U46488,499,UPI,9647958566642669,2023-03-19
P21937,U29949,499,UPI,5351003684131920,2023-05-22
P21938,U46955,299,UPI,9388726388925711,2024-11-14
P21939,U37444,199,UPI,5602479799434419,2023-09-19
P21940,U43515,199,Card,9477872313968918,2024-01-31
P21941,U44374,499,Card,9876254962819476,2023-12-24
P21942,U31113,199,Card,4843240635807412,2024-09-27
P21943,U38488,199,UPI,9185492714805039,2024-02-23
P21944,U20802,299,UPI,5212384776533619,2024-01-25
P21945,U25426,199,UPI,7636357286820978,2024-11-12
P21946,U40037,199,UPI,9415653652618076,2024-01-12
P21947,U41846,499,UPI,5507346361476347,2023-01-21
P21948,U1971,199,UPI,8129000836879639,2024-12-18
P21949,U7916,199,UPI,5770475845967805,2023-07-25
P21950,U1870,199,UPI,4497153764356085,2024-02-15
P21951,U25217,499,Card,9667420766167859,2023-06-18
P21952,U39481,299,UPI,5483602497845867,2024-03-30
P21953,U25735,199,Card,3608990455092012,2023-11-13
P21954,U37199,199,UPI,9983451927784956,2023-01-01
P21955,U41492,299,Card,2466234044151588,2024-06-17
P21956,U27452,499,UPI,2879470940559069,2024-07-09
P21957,U24758,499,Card,5185242901924968,2024-02-10
P21958,U6649,499,UPI,3836831968634331,2024-07-01
P21959,U15255,499,UPI,5564455189100341,2024-06-24
P21960,U22464,299,UPI,3703581536167906,2023-09-09
P21961,U46861,499,UPI,1514783344636291,2024-03-09
P21962,U25994,499,Card,9377804110815834,2023-08-22
P21963,U49536,199,Card,3648160392205198,2023-09-25
P21964,U30346,499,Card,5271890428364384,2024-08-18
P21965,U25090,199,Card,2703799178549678,2023-12-07
P21966,U14921,199,UPI,6558048784573129,2024-01-22
P21967,U23810,299,Card,6965854803772521,2023-03-09
P21968,U8369,299,UPI,6920068344570126,2023-10-11
P21969,U41506,299,UPI,5320823181558429,2023-04-12
P21970,U17264,199,UPI,1390623743517147,2024-01-11
P21971,U39674,499,UPI,5168985699171128,2023-06-09
P21972,U30016,299,UPI,1107003503095130,2023-02-05
P21973,U4353,299,UPI,5485127231519872,2024-10-22
P21974,U8623,199,UPI,2047115415511207,2023-04-21
P21975,U6026,199,UPI,8999493337614441,2023-05-07
P21976,U4665,299,Card,1814613860888294,2024-09-03
P21977,U32200,499,Card,8810209836533144,2023-11-16
P21978,U45923,199,UPI,5352141879361608,2024-09-28
P21979,U44175,299,UPI,7540410188467731,2024-04-21
P21980,U40439,199,UPI,9346141444318379,2024-09-18
P21981,U29596,199,Card,2821213113043945,2024-09-18
P21982,U33594,199,UPI,5217063636495243,2024-05-05
P21983,U49246,199,Card,2797728566129841,2024-07-10
P21984,U25169,199,UPI,6026196882309174,2023-11-08
P21985,U1246,199,UPI,7279785086423543,2024-05-27
P21986,U25332,199,Card,2147899906914070,2023-09-12
P21987,U33635,499,UPI,2963624699247886,2023-07-29
P21988,U9494,499,UPI,2996067902975244,2024-04-05
P21989,U14794,499,UPI,3060686239952081,2023-03-18
P21990,U40164,499,Card,1529129680796097,2024-07-01
P21991,U47519,499,Card,8288691569812249,2024-07-10
P21992,U12179,299,Card,3023023177796120,2023-11-17
P21993,U9181,199,UPI,1437768476938120,2024-06-30
P21994,U14714,499,Card,6572958487578263,2024-03-14
P21995,U10783,499,Card,1462530175700075,2024-01-06
P21996,U23623,499,Card,5898428819499547,2024-04-26
P21997,U4271,299,Card,2664786796923229,2023-03-25
P21998,U36660,199,UPI,8357954223600313,2023-11-14
P21999,U41192,199,Card,3105441755895693,2024-07-01
P22000,U23462,299,Card,6245606870746801,2024-05-11
P22001,U37754,499,UPI,9902554503832960,2023-11-25
P22002,U24044,499,Card,6197496938524544,2023-12-27
P22003,U30953,299,Card,5385349777975830,2023-03-11
P22004,U11564,499,Card,5920393162693980,2023-04-19
P22005,U48214,299,UPI,8523530027339045,2023-06-15
P22006,U36378,499,UPI,9295004867387044,2024-01-12
P22007,U4669,199,UPI,5752677054332228,2024-06-04
P22008,U8536,199,UPI,8809958345538456,2024-10-25
P22009,U24582,299,Card,5872840790889770,2023-11-10
P22010,U29770,299,Card,9457907000713875,2023-05-05
P22011,U2076,199,Card,7987366655078585,2024-10-19
P22012,U36014,499,UPI,1060599917522136,2023-03-14
P22013,U16550,499,Card,7360227057049037,2024-06-08
P22014,U5640,499,Card,5606268774806232,2024-10-13
P22015,U38324,199,UPI,6725164629871016,2024-09-12
P22016,U22213,199,UPI,1199831691396250,2024-06-09
P22017,U42399,499,Card,7947239234525819,2023-07-20
P22018,U1217,299,UPI,6194900833467619,2024-04-06
P22019,U6289,499,UPI,6182518828693967,2023-09-20
P22020,U11279,199,Card,2230252810505893,2024-08-20
P22021,U40563,199,UPI,5537385482651038,2024-06-23
P22022,U11816,299,Card,8021858705958901,2024-06-04
P22023,U19750,199,Card,6290763579199185,2024-02-07
P22024,U794,499,Card,6082303676265198,2024-08-13
P22025,U32764,199,Card,5058836525149501,2024-03-12
P22026,U37698,499,Card,7578733699782318,2023-08-12
P22027,U44775,199,UPI,7418392656984845,2023-11-12
P22028,U39302,499,Card,5764386070471855,2024-07-12
P22029,U32519,299,UPI,8454025524521016,2024-05-07
P22030,U21799,499,UPI,7480525753873422,2023-03-28
P22031,U26593,499,UPI,8223139716645528,2024-04-26
P22032,U27911,299,UPI,7011699970864545,2023-12-27
P22033,U22435,499,Card,3291921344271580,2023-07-27
P22034,U20502,199,Card,4133445554101067,2024-11-18
P22035,U25540,499,Card,9607203388149756,2023-10-14
P22036,U23457,299,Card,5379903836795691,2024-01-12
P22037,U5178,299,UPI,7280836756052814,2024-12-29
P22038,U42077,499,Card,9412123683593037,2023-12-26
P22039,U35675,199,UPI,9840458191112538,2023-12-13
P22040,U393,299,UPI,8093182969169783,2024-07-01
P22041,U42053,299,Card,2669013835808644,2023-06-19
P22042,U40617,499,Card,4904317375018512,2024-09-27
P22043,U47763,199,UPI,9955642285115444,2024-11-26
P22044,U45903,299,Card,2899861687081528,2024-10-30
P22045,U12329,199,Card,4626767608119753,2024-11-05
P22046,U1427,199,Card,7711700897847289,2023-05-15
P22047,U47791,199,Card,1364388560919292,2023-04-14
P22048,U43952,299,UPI,1030255684223389,2024-07-10
P22049,U39678,299,UPI,4197594555474675,2023-01-09
P22050,U20303,199,UPI,4260714030471681,2023-06-29
P22051,U30065,499,Card,2460176767226119,2023-04-03
P22052,U8400,199,Card,6504777303860680,2023-08-29
P22053,U36715,199,UPI,1075806130179418,2024-03-28
P22054,U25280,199,UPI,7942414312959638,2024-02-05
P22055,U18486,199,Card,4623034268947325,2024-03-06
P22056,U6439,299,Card,1232165520148918,2024-05-13
P22057,U13706,299,UPI,7691767859894194,2024-02-28
P22058,U38329,299,Card,7355244982099755,2024-11-24
P22059,U40715,199,Card,8939957967003636,2024-03-29
P22060,U34819,199,UPI,5217991945532913,2024-03-15
P22061,U29369,299,UPI,5406364490527061,2023-10-29
P22062,U9202,199,UPI,6670291809066834,2023-09-20
P22063,U11373,499,UPI,2363828067298619,2024-12-17
P22064,U12567,199,UPI,3646543605497581,2024-07-26
P22065,U18671,199,UPI,1445535091606632,2023-05-15
P22066,U39214,299,Card,8751769405128364,2024-04-13
P22067,U47258,499,UPI,8514922497858767,2023-06-14
P22068,U8944,199,UPI,1892495951098797,2023-10-28
P22069,U31591,199,Card,7114740730848647,2024-06-23
P22070,U41511,499,UPI,1478139542791815,2023-08-14
P22071,U38803,299,Card,5522002265189393,2024-10-19
P22072,U1310,299,Card,8135481062380839,2024-11-07
P22073,U28366,299,Card,6558581374234384,2024-09-03
P22074,U27814,199,UPI,4209219516585382,2024-12-31
P22075,U21651,299,UPI,7840942146545467,2024-01-21
P22076,U37296,299,Card,1584252437270417,2023-04-26
P22077,U3953,299,Card,2850452362790438,2024-05-29
P22078,U1212,199,UPI,2614307998265592,2023-09-22
P22079,U6405,299,Card,6359106390629087,2024-07-02
P22080,U34218,299,UPI,7794368676483243,2023-09-06
P22081,U15295,499,UPI,1616435300326700,2024-02-23
P22082,U21835,199,UPI,6568602860181777,2023-01-23
P22083,U8443,199,UPI,9402353920324461,2024-04-14
P22084,U23704,499,Card,9112745859495806,2024-07-26
P22085,U25424,499,Card,2826536710792660,2023-10-14
P22086,U41257,199,UPI,9318119497890797,2023-03-28
P22087,U1935,499,Card,4937174194690531,2024-05-31
P22088,U26035,499,Card,1998605079057627,2024-03-27
P22089,U40095,199,UPI,5816448706343090,2023-03-28
P22090,U20031,199,UPI,2260994612646344,2023-06-03
P22091,U28767,299,UPI,5446898791815600,2024-02-16
P22092,U10942,499,Card,5114790686037980,2024-09-12
P22093,U21513,499,Card,1993858045532765,2024-01-20
P22094,U47688,199,UPI,7185498073241275,2023-07-03
P22095,U5180,199,Card,1171829602334432,2023-06-28
P22096,U29910,299,UPI,5326609799611926,2024-03-15
P22097,U48387,299,Card,5548090599989217,2024-06-29
P22098,U48546,499,Card,5533151529936035,2024-08-09
P22099,U38082,299,Card,8621140166644260,2024-05-27
P22100,U44486,499,UPI,2697346489815211,2024-05-06
P22101,U22324,299,Card,9519502610848689,2023-06-22
P22102,U36330,499,UPI,2615397941258031,2023-05-06
P22103,U14384,499,Card,6923368542752768,2024-04-04
P22104,U24445,299,Card,2697295445665794,2024-08-03
P22105,U27066,299,Card,7550711354933692,2024-11-25
P22106,U22583,499,UPI,4555737187294703,2024-06-24
P22107,U37405,299,UPI,4192133667709934,2024-10-29
P22108,U46886,299,UPI,7259596835749658,2023-09-13
P22109,U25096,199,UPI,6559369175988004,2024-12-21
P22110,U33370,299,Card,4949979739345374,2024-09-21
P22111,U48943,299,Card,5209010250439045,2023-05-22
P22112,U47413,499,UPI,5058761305554479,2024-05-29
P22113,U42656,299,UPI,7907847096410323,2024-09-06
P22114,U4716,199,Card,4659011150287533,2024-12-02
P22115,U25707,499,Card,3895921760485466,2024-12-22
P22116,U29298,199,UPI,2894575274942957,2024-04-06
P22117,U40007,199,UPI,9720053242872165,2024-07-23
P22118,U37650,199,Card,6153058977100106,2024-11-15
P22119,U833,499,UPI,9778313711413381,2023-10-07
P22120,U4169,299,Card,2327495598462430,2023-03-09
P22121,U10791,199,UPI,3238508986158805,2023-06-20
P22122,U49222,499,UPI,3836657022619902,2023-04-25
P22123,U10466,499,UPI,8659067395169174,2023-05-28
P22124,U32310,199,Card,9624371505341437,2023-12-27
P22125,U35434,499,UPI,7779561522216846,2024-06-09
P22126,U13747,499,UPI,3615988057782893,2023-11-13
P22127,U19944,299,UPI,8097662710043688,2024-03-22
P22128,U3784,299,UPI,9974636857655770,2023-01-01
P22129,U43510,199,Card,6620801175908269,2023-04-11
P22130,U45537,199,Card,9216846050346653,2023-06-29
P22131,U33985,299,UPI,3109061016089434,2023-03-17
P22132,U14275,499,UPI,7605089256795021,2023-06-26
P22133,U35305,499,Card,5969576724626801,2024-07-24
P22134,U31798,299,UPI,5882189706405200,2023-01-23
P22135,U30739,299,UPI,4644894003506686,2023-01-19
P22136,U33428,499,UPI,8284271804955067,2024-10-06
P22137,U14751,299,UPI,5236419361141587,2024-08-16
P22138,U24630,499,UPI,9894115144723064,2024-06-01
P22139,U16156,199,UPI,6502709458312219,2024-07-14
P22140,U24400,199,Card,2835797809806896,2024-07-20
P22141,U9661,299,UPI,3024927985931688,2023-09-17
P22142,U44317,199,UPI,1091289162776655,2024-01-25
P22143,U35730,199,Card,7746602645319419,2024-12-01
P22144,U39656,199,UPI,9138230718769116,2024-06-14
P22145,U34270,499,UPI,9415988463736054,2024-08-09
P22146,U22883,199,UPI,5607368829333572,2024-04-26
P22147,U22596,299,UPI,4226861467400883,2023-01-03
P22148,U31620,499,UPI,5593146012799977,2024-06-06
P22149,U17640,299,Card,6715882589241874,2023-10-06
P22150,U48441,499,Card,7981138630952069,2023-10-04
P22151,U7031,199,Card,9252568775046069,2023-08-12
P22152,U3078,499,Card,4871133022590966,2024-07-27
P22153,U10510,499,UPI,6089338252295188,2023-04-26
P22154,U19853,299,Card,8152987741040477,2023-03-07
P22155,U42364,299,Card,9905241113556516,2024-12-25
P22156,U22885,299,Card,5365675947511545,2024-03-29
P22157,U13150,499,UPI,4128960084367441,2024-05-29
P22158,U22210,499,UPI,4975528776836535,2024-03-25
P22159,U699,499,UPI,6826124239599732,2024-03-18
P22160,U17309,299,Card,8391096512261097,2023-09-29
P22161,U12086,199,UPI,2430390950577589,2023-09-11
P22162,U173,299,UPI,4276387654517766,2024-06-18
P22163,U14812,499,Card,8822636547900663,2023-05-01
P22164,U22353,499,Card,8937914768673214,2023-01-16
P22165,U46457,499,UPI,5366418866211479,2024-01-06
P22166,U32343,199,Card,7816779231201748,2023-08-13
P22167,U18963,499,UPI,8691251655724311,2023-02-17
P22168,U21344,199,Card,5324055767874198,2025-01-01
P22169,U36250,499,UPI,1165575357291322,2023-07-30
P22170,U12992,499,Card,8444573694604911,2024-10-01
P22171,U874,299,Card,6529007502926840,2024-06-17
P22172,U20888,499,UPI,1635313309193068,2024-12-11
P22173,U17167,499,Card,3532695573642800,2023-08-06
P22174,U31974,499,Card,7399793668913565,2023-08-28
P22175,U46896,299,Card,2918106924054121,2023-11-18
P22176,U41336,199,Card,6575535386301867,2023-02-23
P22177,U6608,499,Card,4027626228252795,2024-11-16
P22178,U9305,199,Card,7316811762626463,2024-02-22
P22179,U13578,299,UPI,1164425185830444,2024-02-06
P22180,U17203,299,UPI,6802297005581708,2024-03-08
P22181,U44379,299,Card,5694810860787731,2023-05-08
P22182,U6562,299,Card,9063306861410119,2023-08-20
P22183,U986,499,UPI,6413189706216087,2024-09-17
P22184,U47626,199,UPI,6618950303970711,2023-06-23
P22185,U345,499,UPI,3716297235348924,2024-06-21
P22186,U17741,299,UPI,3636709026614769,2024-09-05
P22187,U35188,299,UPI,9255437485800397,2023-01-08
P22188,U11004,299,UPI,5071757227334534,2023-08-24
P22189,U39413,299,UPI,9957579980268862,2023-08-01
P22190,U15238,199,Card,9539883960319039,2024-01-19
P22191,U38392,499,Card,7129993771847063,2024-07-04
P22192,U28431,199,Card,3954397257108586,2023-06-11
P22193,U39009,299,Card,6991622029480491,2024-05-16
P22194,U31958,299,UPI,3408767138943016,2023-04-12
P22195,U8798,299,UPI,9141876644327510,2024-09-16
P22196,U42603,499,UPI,4155631650753022,2023-03-01
P22197,U28142,299,UPI,5563737246269950,2024-12-18
P22198,U36368,299,UPI,4217541342801909,2024-11-27
P22199,U49344,499,UPI,8951106227834764,2024-01-07
P22200,U48167,299,UPI,5006492536409411,2023-08-11
P22201,U27771,499,UPI,6954972973073204,2024-06-21
P22202,U31741,199,Card,8068384643755256,2023-10-13
P22203,U4595,199,UPI,5897446348983796,2024-11-10
P22204,U46346,199,UPI,5160319312713340,2023-10-07
P22205,U1230,299,UPI,8544150262025008,2024-09-25
P22206,U18190,499,UPI,6578216189776337,2024-05-20
P22207,U44571,299,Card,4820745415654716,2024-10-12
P22208,U49249,499,UPI,4497234721970695,2023-06-25
P22209,U32645,299,Card,5796943341040815,2024-05-08
P22210,U20947,499,UPI,5626432915647271,2023-08-27
P22211,U24623,299,Card,7257258114409513,2024-07-10
P22212,U25356,199,Card,4620744516675393,2024-09-11
P22213,U6046,299,UPI,1585359231170283,2024-01-26
P22214,U3669,199,UPI,6131771913920232,2023-11-06
P22215,U16373,199,Card,8267974861147356,2024-07-16
P22216,U35240,499,Card,7559847876852599,2024-10-08
P22217,U26794,499,Card,9482990314098948,2023-09-01
P22218,U812,199,UPI,9971709787337195,2024-11-04
P22219,U39193,199,Card,7675240605835989,2023-12-21
P22220,U14846,499,UPI,2137911253994156,2024-07-24
P22221,U28563,199,UPI,7169853863938109,2023-05-02
P22222,U12958,499,Card,5246031249189669,2024-06-06
P22223,U32483,499,UPI,6235472482065733,2023-04-08
P22224,U45269,499,UPI,1983046579281580,2023-01-17
P22225,U19004,199,UPI,5119878723044962,2024-06-20
P22226,U37631,199,UPI,8837037480893317,2023-05-18
P22227,U33672,499,Card,1656196459502045,2023-09-23
P22228,U17930,299,UPI,1264660638417755,2024-01-24
P22229,U6877,199,Card,9886768880013189,2024-12-18
P22230,U3807,499,Card,9882706053848313,2024-04-18
P22231,U2961,299,UPI,4972457961994579,2024-02-16
P22232,U3772,299,UPI,7874066891554934,2023-06-06
P22233,U7648,499,Card,7932156718773538,2023-10-08
P22234,U39955,199,UPI,7754539311220148,2024-07-09
P22235,U39699,299,UPI,3929450221822223,2023-05-21
P22236,U17765,199,UPI,1345609457237154,2024-05-18
P22237,U21768,299,Card,5763471642986114,2023-12-12
P22238,U4994,299,UPI,1645105592073276,2024-10-19
P22239,U49188,199,Card,6610866270186803,2024-11-08
P22240,U40182,299,UPI,2113607539599179,2023-04-12
P22241,U41134,199,UPI,4423707476368296,2024-02-16
P22242,U28141,299,Card,2510638370234464,2023-04-20
P22243,U23669,499,UPI,8058985851681465,2024-08-29
P22244,U2477,499,UPI,5105463386710770,2023-03-23
P22245,U24801,199,Card,8126037042427418,2023-10-03
P22246,U21787,499,Card,1364504308693429,2023-06-05
P22247,U1642,299,Card,8194600538499600,2023-03-19
P22248,U8048,499,UPI,1035370520246895,2023-04-05
P22249,U7963,199,UPI,1014213727240504,2023-09-01
P22250,U1957,299,Card,6060876267808947,2023-02-25
P22251,U40090,299,Card,4458528525759760,2024-09-16
P22252,U25711,499,UPI,7431258369770300,2023-04-19
P22253,U30719,199,UPI,2722681888514129,2024-01-02
P22254,U31422,199,Card,3090618507606414,2023-05-01
P22255,U19424,499,Card,9671669875973610,2023-01-08
P22256,U45490,299,Card,5236301087462644,2023-10-14
P22257,U8182,499,UPI,5757120201715649,2023-06-25
P22258,U12848,299,Card,7977692261881233,2024-01-05
P22259,U34027,299,Card,6707006608664879,2024-07-27
P22260,U2831,199,Card,8063987713026059,2023-04-03
P22261,U13191,299,Card,9608898223692860,2023-12-23
P22262,U5882,199,Card,3172351005891732,2023-12-01
P22263,U28804,199,UPI,9624612796871479,2023-01-03
P22264,U19776,499,UPI,2716984443418323,2023-02-19
P22265,U14653,199,UPI,7241645221005410,2024-03-18
P22266,U6877,199,UPI,9197933468721957,2023-07-24
P22267,U44660,199,UPI,6317954577683608,2024-03-31
P22268,U21844,499,Card,6537464563640833,2024-03-17
P22269,U43678,499,UPI,3832616542809686,2023-05-05
P22270,U17274,299,UPI,7866860925136311,2024-03-28
P22271,U12571,299,UPI,6791888171533904,2024-07-04
P22272,U36855,199,UPI,1177896576391641,2024-10-02
P22273,U42011,199,UPI,5181223821712086,2024-08-22
P22274,U15747,299,Card,1153338196954235,2023-06-16
P22275,U15261,199,UPI,1295129055859346,2024-09-04
P22276,U37269,499,UPI,5898748697686800,2024-07-19
P22277,U33132,299,Card,1069614195410427,2024-11-06
P22278,U3070,299,UPI,5034165024574795,2023-01-24
P22279,U35236,499,UPI,3293572713362762,2023-04-18
P22280,U36134,499,UPI,4518767043517996,2024-11-12
P22281,U2308,299,UPI,4225807325897584,2023-12-17
P22282,U40897,299,UPI,9091835970133747,2024-09-04
P22283,U5265,199,UPI,6614250349808557,2024-06-25
P22284,U10603,199,UPI,5265407099193185,2023-02-06
P22285,U29612,499,Card,9601852880534942,2024-09-12
P22286,U18687,499,Card,4658739549202513,2023-10-04
P22287,U46051,199,UPI,5280113683682632,2023-05-24
P22288,U11361,499,Card,3950651978172864,2023-01-10
P22289,U44958,499,Card,3970740152984036,2024-07-24
P22290,U37466,499,Card,9684149051854592,2024-01-19
P22291,U37362,199,Card,7783271755587924,2023-06-08
P22292,U33318,499,UPI,6927452327348095,2023-10-07
P22293,U25220,499,UPI,6947235765755869,2024-02-26
P22294,U46138,299,UPI,4814644759259287,2023-09-27
P22295,U4721,499,UPI,5449726866900906,2023-06-14
P22296,U28426,199,Card,5834362816558327,2024-10-15
P22297,U7857,499,UPI,1267026987500139,2023-07-13
P22298,U15620,299,UPI,1512095813520377,2023-05-04
P22299,U11863,199,UPI,2263935949130326,2023-12-21
P22300,U11295,199,UPI,4276073005508198,2023-07-10
P22301,U7995,199,Card,7743469731100602,2024-03-24
P22302,U27540,499,Card,6681428377302754,2024-01-17
P22303,U32061,299,UPI,2368753234539192,2023-12-12
P22304,U10435,499,Card,1590744661538152,2024-02-16
P22305,U11392,499,UPI,7228184092822603,2024-06-10
P22306,U11823,299,Card,9023861094839942,2024-12-06
P22307,U15083,499,UPI,1717406095509627,2024-10-08
P22308,U25825,499,Card,3667951666516435,2024-08-16
P22309,U13442,199,UPI,1509886788726387,2023-06-25
P22310,U21319,299,UPI,5881478806019239,2023-10-29
P22311,U33103,499,UPI,9722490399536314,2024-08-29
P22312,U46073,299,Card,6703304541784509,2023-07-31
P22313,U33218,199,Card,1519820932206853,2024-12-15
P22314,U41842,299,Card,2305590524651900,2024-02-25
P22315,U13797,299,UPI,4073205995898302,2024-01-17
P22316,U41242,299,Card,3866842725173344,2023-12-06
P22317,U23484,199,Card,9477776152408657,2023-06-15
P22318,U42704,499,UPI,1900548663255057,2023-07-23
P22319,U8042,299,UPI,7704335140130005,2023-03-24
P22320,U39634,299,UPI,9331107914100765,2024-01-21
P22321,U29557,199,UPI,1400625955016871,2023-06-25
P22322,U983,199,UPI,6076712761274409,2024-04-08
P22323,U11127,199,UPI,3759461156601144,2023-11-07
P22324,U18047,499,Card,2640292823915488,2024-04-03
P22325,U29210,299,UPI,8450774665972315,2024-07-13
P22326,U36316,199,Card,7659708687484174,2024-09-25
P22327,U21137,299,UPI,4420084102486061,2023-10-17
P22328,U28709,299,UPI,4902575127843532,2024-06-02
P22329,U1087,299,UPI,9359848931417091,2024-04-13
P22330,U43474,499,UPI,2463171754525637,2024-06-01
P22331,U10366,199,UPI,7929319832705667,2023-01-26
P22332,U16967,299,UPI,8536900663112630,2023-04-22
P22333,U10338,299,Card,8847234794549094,2023-11-22
P22334,U44442,199,Card,3046028168871628,2024-08-30
P22335,U44095,199,Card,4537437619522120,2023-03-20
P22336,U44035,299,Card,2877533763942398,2023-10-28
P22337,U9821,299,Card,9192959048315979,2023-06-13
P22338,U32058,199,Card,4527213607418742,2023-05-13
P22339,U13922,199,UPI,7354493974912441,2024-07-22
P22340,U10670,199,Card,5663754846013842,2024-08-13
P22341,U29839,199,Card,8904216381925750,2024-06-20
P22342,U42821,499,Card,7481037459217577,2023-03-29
P22343,U24281,199,Card,3271653304221305,2023-04-08
P22344,U32449,199,Card,5360306784716949,2023-11-05
P22345,U36001,499,Card,9456069548982129,2023-06-26
P22346,U4579,499,Card,2125767909125252,2024-06-12
P22347,U24656,199,Card,8725728724655794,2023-04-17
P22348,U24054,299,Card,6390263815283343,2024-06-10
P22349,U14622,199,UPI,7085855346002478,2023-11-23
P22350,U46022,199,UPI,9286314341106566,2024-06-23
P22351,U12271,499,Card,8825184332299387,2023-12-20
P22352,U33324,299,UPI,5633021988856333,2024-12-20
P22353,U38830,199,UPI,4483866185972151,2023-03-29
P22354,U24123,299,Card,4096391909474860,2024-08-21
P22355,U39446,299,Card,5438166630066117,2024-10-05
P22356,U23356,199,UPI,3528678176104763,2023-12-14
P22357,U12581,199,Card,1167435464311984,2024-02-17
P22358,U37197,299,UPI,8245012565065850,2024-10-11
P22359,U33553,199,UPI,7089612589100660,2024-12-03
P22360,U5603,199,Card,5115178284493651,2023-12-03
P22361,U36016,199,Card,3828732590912650,2024-10-14
P22362,U32924,299,UPI,8243236962142092,2023-03-25
P22363,U20329,299,UPI,1420560967696451,2024-01-22
P22364,U16403,499,Card,1286330645601445,2023-11-13
